planet_mass,planet_radius,surface_temperature,atmospheric_pressure,greenhouse_factor,semi_major_axis,orbital_period,stellar_flux,star_temperature,star_luminosity,habitability_class
1.4608890563422823,2.8107952292093934,209.8217759016917,34.18772505815977,0.9513733536408783,2.334443608487547,1119.3900445906884,0.24641967214501542,6112.68220362556,11.827895595275137,0
0.6202547681804252,1.6258392302616933,454.58954091966854,39.06410977642706,0.05332538051763269,3.3622886391706124,660.6777753337585,0.13269323264807809,5288.509985851408,39.92192030710138,0
9.998039509383203,2.983352872970304,265.1179960099417,23.671226344700084,0.4622516498547725,0.704545568973905,98.52617326859615,0.4497629046030387,3076.7573994377785,7.6338333930841715,0
9.657334117034779,2.1945383142125134,489.92674584131504,55.55220083423505,0.2883199260952053,0.21659973059345272,1387.2232589788518,1.9470704579894407,5225.341960491728,45.599082647432716,0
0.5844885650787767,1.2061188797756537,385.9682836723757,59.99976956276557,0.8535903674688577,4.2069454619276145,419.5832640139347,1.6529010648086924,5016.04666999975,32.5134698880488,1
1.541179864953303,1.4313729728803202,486.0387949179892,5.2629493248602515,0.8757148790848603,3.6319503402485696,562.8738641930572,0.8879619597165775,3169.622444180804,14.579808433502722,0
2.6204203350578608,2.547672606820582,393.6646454331585,3.592141514246357,0.9709998184924865,0.6740168474974322,2922.4638685954883,1.5092146896409175,7053.348866062456,9.877693565661124,1
6.797290610982648,1.2864973603770018,417.2909580920505,11.725069057220196,0.5845594907320454,2.719548951611441,825.7168812798117,0.6742538684415601,3290.01459912309,8.03317479439955,0
6.535458647889762,1.960636990464137,210.43009552733366,4.946507593522211,0.1734798557368621,2.0205132104696166,1535.2849602203967,1.7184110022224284,7593.60840392849,34.58420035128855,1
4.570292836180057,1.2871710342814002,394.7229591457339,61.95466167436381,0.24293097961425014,4.562498784448505,482.983361781197,2.0729036549160984,6435.435363699647,20.023252585661396,0
4.223472842002932,1.647353791695609,344.033082224287,55.815753885855216,0.32597071218908225,2.1653765597179064,2518.865551844577,0.8320807298903885,6834.571501893635,30.897016590301003,1
3.1454847737064457,2.932554035181668,252.60499004242175,11.002264873058657,0.9877961096283825,3.783382551741518,689.5237887634246,1.5328211132418583,6919.024764773555,14.751524935423404,1
0.9870973357738192,1.0765594282335442,444.35692607028136,52.76313854196847,0.8122776775835117,2.2598498893612975,1957.5666770101677,1.4056383589527053,2756.922644542922,48.42491335002568,0
0.8690500829969293,2.124662240118996,160.39837585934495,99.71517212727288,0.5415407863917862,2.373259347237292,2294.4802223917854,2.4121048138525456,5936.883415842516,13.291539163423542,0
9.208705572479863,1.3180171133374914,355.5244207865693,79.31559703367853,0.4418191453480248,2.4285766311643164,1293.8120658356343,2.9096436642021617,4664.858566865525,3.57273379339317,0
7.444819655602972,1.0537658786750193,452.9686430401738,40.58467878719821,0.07325188867591348,1.2219203443356539,2802.4176524754234,1.3515231559513607,4220.1293813982265,22.417774040333164,0
4.447505114873895,2.1784077063062868,417.32754545545595,56.33391406662507,0.009347741082415317,3.9254583140290427,1971.7966785970686,2.1400423015856798,7043.062135736691,41.3370511449172,0
0.9389776323135292,2.6932939238709235,382.18266995985437,95.7478215812027,0.022755371002068814,4.461977767208244,2098.0255869762477,0.731306706529601,6718.963129635024,29.946724622127256,1
2.7035564091906124,2.617918986625259,240.709807805779,83.6792195325642,0.06164006340370132,0.5498300522714423,1618.1172321442389,1.0343380768149972,2618.1429462001024,36.79382322860248,1
3.1318964878204687,0.5563066598649187,255.81636341216674,8.899628076323998,0.3144538490509472,0.7017559127583559,2079.0124227134625,0.6601298185207081,6478.085353460359,1.9784022091001818,1
3.6568733452063396,2.7872954991258054,302.6376266651798,30.72133246024839,0.14069835866763258,2.270558498588813,2639.7401592804413,0.9851939218821065,7536.4568830394455,20.605668112816623,1
6.319858316893894,1.61108056889722,249.29006100701284,43.4457421422729,0.4740862754341365,0.2957273777044129,158.9616985446023,2.396084735874025,3393.959177394601,11.262393821186945,0
2.673001809035564,0.5368126200103353,250.52369605863166,82.75656627052508,0.35695273569404795,2.7017473737291415,1179.2549403695414,1.4407295308319126,5751.811200010004,0.808854984639838,1
7.130860767761841,2.2366114176118006,350.9281597721337,84.87099341939928,0.0985286975207883,0.4810444362053612,2711.064334237659,2.46074409743957,6266.89394261419,8.124531509896453,0
3.4057986202843034,0.7038409097915767,486.8240819130412,68.59034355405406,0.9774026375019362,4.33136139551251,39.59685389743831,0.20531159658187847,7570.781487483992,6.430803841399407,0
5.581264058529658,1.1242061452016292,327.01271575360687,99.41516735867106,0.5391398140969212,1.6170353640109352,1916.4291665394996,1.9676037295783726,7361.698044171581,4.2230255473882226,1
6.4090008970582915,2.821455834555791,430.5526842857643,93.44154182185757,0.17186120744962152,1.7241509591115183,2272.431691912658,1.3504272677348506,2540.9026020913357,28.000848162177085,0
1.378556549663602,2.4264752090732347,309.00200585361824,3.570644902932445,0.04002369549422857,4.620594787306822,1461.347964295372,1.4215591432852057,4175.802427763665,32.821822902448055,1
8.937402615730992,2.260943028703223,481.9438974523215,51.93534294274356,0.9250692949773529,4.525857854936341,323.39136670024277,0.26927250973608563,7491.502333061215,45.7595979319932,0
4.185577690168898,2.5037447763865006,341.1386106341275,83.5911868090326,0.5593528538542246,2.09281854786299,1133.554550951692,1.1757380318593338,3683.112584363388,36.62742769515657,1
